Symbol,Market Cap,Sector,Industry
MSC,712220469,Consumer Discretionary,Hotels/Resorts
MSCI,42656572611,Consumer Discretionary,Business Services
MSD,0,Finance,Trusts Except Educational Religious and Charitable
MSDL,0,,
MSEX,1081475469,Utilities,Water Supply
MSFT,2.9029E+12,Technology,Computer Software: Prepackaged Software
MSGE,1530453072,Consumer Discretionary,Services-Misc. Amusement & Recreation
MSGM,3203935,Technology,Computer Software: Prepackaged Software
MSGS,4529940664,Consumer Discretionary,Services-Misc. Amusement & Recreation
MSI,69644427005,Technology,Radio And Television Broadcasting And Communications Equipment
MSIF,714923843,Finance,Finance/Investors Services
MSM,4189155602,Industrials,Industrial Machinery/Components
MSN,8627487,Consumer Staples,Consumer Electronics/Appliances
MSPR,9055997,Technology,EDP Services
MSPRW,15093,Technology,EDP Services
MSPRZ,261180,Technology,EDP Services
MSS,20084286,Consumer Staples,Food Chains
MSTR,76397472269,Technology,Computer Software: Prepackaged Software
MSW,44242500,Consumer Discretionary,Engineering & Construction
MT,20727702395,Industrials,Steel/Iron Ore
MTA,268234850,Basic Materials,Precious Metals
MTAL,711647353,Basic Materials,Metal Mining
MTB,27617880279,Finance,Major Banks
MTB^H,,,
MTB^J,,,
MTC,20531854,Technology,Computer Software: Prepackaged Software
MTCH,7310026363,Technology,Computer Software: Programming Data Processing
MTD,22206167862,Industrials,Biotechnology: Laboratory Analytical Instruments
MTDR,5321306510,Energy,Oil & Gas Production
MTEK,15288527,Telecommunications,Telecommunications Equipment
MTEKW,1198333,Telecommunications,Telecommunications Equipment
MTEN,25823200,Industrials,Building Products
MTEX,15910784,Health Care, Medicinal Chemicals and Botanical Products 
MTG,5798262060,Finance,Property-Casualty Insurers
MTH,4778892080,Consumer Discretionary,Homebuilding
MTLS,259895618,Technology,Computer Software: Prepackaged Software
MTN,5401310306,Consumer Discretionary,Services-Misc. Amusement & Recreation
MTNB,2680332,Health Care,Biotechnology: Pharmaceutical Preparations
MTR,10005987,Energy,Oil & Gas Production
MTRN,1634637646,Industrials,Industrial Specialties
MTRX,300914687,Consumer Discretionary,Engineering & Construction
MTSI,7923881307,Technology,Semiconductors
MTSR,1604116844,Health Care,Biotechnology: Pharmaceutical Preparations
MTUS,536142078,Industrials,Steel/Iron Ore
MTVA,11943719,Health Care,Biotechnology: Pharmaceutical Preparations
MTW,283533357,Industrials,Construction/Ag Equipment/Trucks
MTX,1864412031,Industrials,Major Chemicals
MTZ,9661709242,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MU,87025294652,Technology,Semiconductors
MUA,1514401955,Finance,Investment Bankers/Brokers/Service
MUC,1551592573,Finance,Investment Bankers/Brokers/Service
MUE,1429607346,Finance,Investment Bankers/Brokers/Service
MUFG,1.3885E+11,Finance,Commercial Banks
MUJ,1621510934,Finance,Investment Bankers/Brokers/Service
MULN,43327,Technology,EDP Services
MUR,3380923142,Energy,Oil & Gas Production
MURA,19295686,Health Care,Biotechnology: Pharmaceutical Preparations
MUSA,9521519497,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
MUX,393182578,Basic Materials,Precious Metals
MVBF,218187196,Finance,Major Banks
MVF,1007121929,Finance,Investment Bankers/Brokers/Service
MVIS,311156077,Technology,Industrial Machinery/Components
MVO,63365000,Energy,Oil & Gas Production
MVST,582124262,Miscellaneous,Industrial Machinery/Components
MVSTW,61789726,Miscellaneous,Industrial Machinery/Components
MVT,1492087584,Finance,Investment Bankers/Brokers/Service
MWA,3891498668,Industrials,Metal Fabrications
MWG,8727720,Consumer Discretionary,Miscellaneous manufacturing industries
MWYN,74817618,Consumer Discretionary,Food Distributors
MX,107699175,Technology,Semiconductors
MXC,15345000,Energy,Oil & Gas Production
MXCT,268973707,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MXE,0,Finance,Finance Companies
MXF,0,Finance,Trusts Except Educational Religious and Charitable
MXL,952127618,Technology,Semiconductors
MYD,1502500957,Finance,Investment Bankers/Brokers/Service
MYE,375197398,Industrials,Plastic Products
MYFW,178367258,Finance,Major Banks
MYGN,771561591,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYI,1576882193,Finance,Investment Bankers/Brokers/Service
MYN,0,Finance,Finance Companies
MYND,36061748,Real Estate,Other Consumer Services
MYNZ,10119380,Health Care,Biotechnology: Pharmaceutical Preparations
MYO,160903665,Health Care,Industrial Specialties
MYPS,174839774,Technology,Computer Software: Prepackaged Software
MYPSW,1628279,Technology,Computer Software: Prepackaged Software
MYRG,1857703080,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MYSZ,2490683,Technology,Computer Software: Prepackaged Software
MYTE,681275036,Consumer Discretionary,Catalog/Specialty Distribution
NA,41830980,Technology,Semiconductors
NAAS,6774243,Consumer Discretionary,Other Specialty Stores
NABL,1322654382,Technology,Computer Software: Prepackaged Software
NAC,0,Finance,Investment Managers
NAD,0,Finance,Investment Managers
NAGE,469612700,Health Care, Medicinal Chemicals and Botanical Products 
NAII,17418566,Health Care, Medicinal Chemicals and Botanical Products 
NAK,490647006,Basic Materials,Precious Metals
NAMI,194645121,Real Estate,Other Consumer Services
NAMS,1741710498,Health Care,Biotechnology: Pharmaceutical Preparations
NAMSW,747859300,Health Care,Biotechnology: Pharmaceutical Preparations
NAN,3401052750,Finance,Investment Managers
NAOV,5079697,Health Care,Industrial Specialties
NAT,492759608,Consumer Discretionary,Marine Transportation
NATH,386949436,Consumer Discretionary,Restaurants
NATL,1862562687,Miscellaneous,Office Equipment/Supplies/Services
NATR,217365972,Health Care,Biotechnology: Pharmaceutical Preparations
NAUT,129474497,Industrials,Biotechnology: Laboratory Analytical Instruments
NAVI,1227315636,Finance,Investment Bankers/Brokers/Service
NAYA,1152280,Health Care,Medical/Dental Instruments
NAZ,0,Finance,Finance/Investors Services
NB,75401100,Basic Materials,Metal Mining
NBB,0,Finance,Finance Companies
NBBK,695424693,Finance,Banks
NBH,0,Finance,Finance/Investors Services
NBHC,1355150016,Finance,Major Banks
NBIS,8480374312,Technology,Computer Software: Programming Data Processing
NBIX,9499752053,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBN,710318100,Finance,Major Banks
NBR,313367230,Energy,Oil & Gas Production
NBTB,1911415886,Finance,Major Banks
NBTX,150343118,Health Care,Biotechnology: Pharmaceutical Preparations
NBXG,0,Finance,Trusts Except Educational Religious and Charitable
NBY,2908684,Health Care,Biotechnology: Pharmaceutical Preparations
NC,272245002,Energy,Coal Mining
NCA,0,Finance,Investment Managers
NCDL,795099828,,
NCEW,36120000,Consumer Discretionary,Oil Refining/Marketing
NCI,9753600,Consumer Discretionary,Apparel
NCIQ,87365125,,
NCL,7433020,Industrials,Plastic Products
NCLH,8090585277,Consumer Discretionary,Marine Transportation
NCMI,564593592,Consumer Discretionary,Advertising
NCNA,4261116,Health Care,Biotechnology: Pharmaceutical Preparations
NCNO,2844871936,Technology,Computer Software: Prepackaged Software
NCPL,3748399,Finance,Finance: Consumer Services
NCRA,12783492,Consumer Staples,Farming/Seeds/Milling
NCSM,68501289,Energy,Oilfield Services/Equipment
NCT,153187506,Consumer Discretionary,Restaurants
NCTY,104553700,Finance,Finance: Consumer Services
NCV,1153166740,Finance,Finance Companies
NCV^A,,,
NCZ,863152594,Finance,Finance Companies
NCZ^A,,,
NDAQ,41404711803,Finance,Investment Bankers/Brokers/Service
NDLS,43908487,Consumer Discretionary,Restaurants
NDMO,578596727,Finance,Trusts Except Educational Religious and Charitable
NDRA,2856042,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDSN,10658999410,Industrials,Industrial Machinery/Components
NE,3374855836,Energy,Oil & Gas Production
NEA,0,Finance,Finance/Investors Services
NECB,302764688,Finance,Banks
NEE,1.39014E+11,Technology,EDP Services
NEE^N,,,
NEE^R,,,
NEE^S,,,
NEE^T,,,
NEGG,76227852,Consumer Discretionary,Other Specialty Stores
NEHC,13950794,Energy,Oil & Gas Production
NEHCW,976556,Energy,Oil & Gas Production
NEM,54934477406,Basic Materials,Precious Metals
NEN,222962806,Real Estate,Building operators
NEO,1171567813,Health Care,Precision Instruments
NEOG,1089058965,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEON,129899816,Technology,Industrial Machinery/Components
NEOV,71011386,Miscellaneous,Industrial Machinery/Components
NEPH,19822655,Health Care,Medical/Dental Instruments
NERV,9371164,Health Care,Biotechnology: Pharmaceutical Preparations
NESR,597405224,Energy,Oilfield Services/Equipment
NESRW,24011464,Energy,Oilfield Services/Equipment
NET,34704603881,Technology,Computer Software: Prepackaged Software
NETD,0,,
NETDU,0,,
NEU,5235395522,Industrials,Major Chemicals
NEUE,55563546,Health Care,Medical Specialities
NEUP,8407374,,
NEWP,179827849,Basic Materials,Precious Metals
NEWT,276840734,Finance,Major Banks
NEWTG,650694033,Finance,Major Banks
NEWTH,0,Finance,Major Banks
NEWTI,652008566,Finance,Major Banks
NEWTZ,642867183,Finance,Major Banks
NEXA,788009735,Basic Materials,Metal Mining
NEXN,546297616,Technology,Computer Software: Programming Data Processing
NEXT,1794448784,Utilities,Oil & Gas Production
NFBK,443668003,Finance,Savings Institutions
NFE,1828795697,Utilities,Oil/Gas Transmission
NFG,6759726443,Utilities,Oil/Gas Transmission
NFGC,218662713,Basic Materials,Precious Metals
NFJ,0,Finance,Finance: Consumer Services
NFLX,4.04432E+11,Consumer Discretionary,Consumer Electronics/Video Chains
NG,839763639,Basic Materials,Precious Metals
NGD,2561544000,Basic Materials,Metal Mining
NGG,63868288274,Utilities,Natural Gas Distribution
NGL,451483660,Utilities,Natural Gas Distribution
NGL^B,,,
NGL^C,,,
NGNE,134813981,Health Care,Biotechnology: Pharmaceutical Preparations
NGS,237999114,Energy,Oilfield Services/Equipment
NGVC,1029841360,Consumer Staples,Food Chains
NGVT,1214131282,Industrials,Major Chemicals
NHC,1446294240,Health Care,Hospital/Nursing Management
NHI,3264860335,Real Estate,Real Estate Investment Trusts
NHICU,0,Finance,Blank Checks
NHPAP,370683351,Real Estate,Real Estate Investment Trusts
NHPBP,366155921,Real Estate,Real Estate Investment Trusts
NHS,0,Finance,Trusts Except Educational Religious and Charitable
NHTC,55953545,Consumer Discretionary,Consumer Specialties
NI,17928197228,Utilities,Power Generation
NIC,1632999452,Finance,Major Banks
NICE,9705055910,Technology,Computer Software: Prepackaged Software
NIE,590755134,Finance,Investment Managers
NIM,0,Finance,Trusts Except Educational Religious and Charitable
NINE,39286836,Energy,Oilfield Services/Equipment
NIO,7434228879,Consumer Discretionary,Auto Manufacturing
NIOBW,8710911,Basic Materials,Metal Mining
NIPG,95294612,Consumer Discretionary,Services-Misc. Amusement & Recreation
NISN,22659241,Industrials,Metal Fabrications
NITO,3900916,Industrials,Agricultural Chemicals
NIU,229573204,Consumer Discretionary,Auto Manufacturing
NIVF,681700,Health Care,Misc Health and Biotechnology Services
NIXX,28485276,Technology,EDP Services
NJR,4761741757,Utilities,Oil/Gas Transmission
NKE,87555755689,Consumer Discretionary,Shoe Manufacturing
NKSH,157557066,Finance,Major Banks
NKTR,95024492,Health Care,Biotechnology: Pharmaceutical Preparations
NKTX,111403360,Health Care,Biotechnology: Pharmaceutical Preparations
NKX,0,Finance,Finance/Investors Services
NL,386874053,Industrials,Major Chemicals
NLOP,415386663,Real Estate,Real Estate Investment Trusts
NLSP,1593852,Health Care,Biotechnology: Pharmaceutical Preparations
NLSPW,2461,Health Care,Biotechnology: Pharmaceutical Preparations
NLY,10884695753,Real Estate,Real Estate Investment Trusts
NLY^F,,,
NLY^G,,,
NLY^I,,,
NMAI,0,Finance,Investment Managers
NMAX,4449428215,Industrials,Broadcasting
NMCO,560312179,Finance,Finance/Investors Services
NMFC,1064493466,Finance,Finance/Investors Services
NMFCZ,2739425941,,
NMG,217733500,Basic Materials,Other Metals and Minerals
NMI,0,Finance,Trusts Except Educational Religious and Charitable
NMIH,2716796119,Finance,Property-Casualty Insurers
NML,0,Finance,Finance/Investors Services
NMM,942434831,Consumer Discretionary,Marine Transportation
NMR,16220323174,Finance,Investment Bankers/Brokers/Service
NMRA,122407472,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NMRK,1994114139,Finance,Real Estate
NMS,0,Finance,Finance Companies
NMT,0,Finance,Finance/Investors Services
NMTC,13273979,Health Care,Medical/Dental Instruments
NMZ,0,Finance,Finance/Investors Services
NN,1606340593,Industrials,Industrial Machinery/Components
NNAVW,598105540,Industrials,Industrial Machinery/Components
NNBR,105261279,Industrials,Industrial Machinery/Components
NNDM,309125333,Technology,Electrical Products
NNE,917103289,Utilities,Electric Utilities: Central
NNI,3889163559,Finance,Finance: Consumer Services
NNN,7355834151,Real Estate,Real Estate Investment Trusts
NNNN,889247616,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NNOX,260581612,Health Care,Medical Electronics
NNVC,17205100,Health Care,Biotechnology: Pharmaceutical Preparations
NNY,0,Finance,Investment Managers
NOA,412678592,Energy,Oilfield Services/Equipment
NOAH,554378575,Finance,Investment Managers
NOC,74158324106,Industrials,Industrial Machinery/Components
NODK,287680305,Finance,Property-Casualty Insurers
NOEM,0,,
NOEMR,0,,
NOEMU,0,,
NOG,2452071577,Energy,Oil & Gas Production
NOK,27636842201,Technology,Radio And Television Broadcasting And Communications Equipment
NOM,0,Finance,Investment Managers
NOMD,2936132980,Consumer Staples,Packaged Foods
NOTE,119079731,Consumer Discretionary,Business Services
NOTV,95172646,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NOV,4863068986,Industrials,Metal Fabrications
NOVA,37011752,Utilities,Power Generation
NOVT,4237601346,Miscellaneous,Industrial Machinery/Components
NOW,1.70146E+11,Technology,Computer Software: Prepackaged Software
NPB,467571153,Finance,Major Banks
NPCE,379976717,Health Care,Medical/Dental Instruments
NPCT,0,Finance,Investment Managers
NPFD,0,Finance,Trusts Except Educational Religious and Charitable
NPK,609982099,Industrials,Ordnance And Accessories
NPKI,472587494,Industrials,Metal Fabrications
NPO,3284496035,Industrials,Metal Fabrications
NPV,0,Finance,Investment Managers
NPWR,535366049,Energy,Industrial Machinery/Components
NQP,0,Finance,Trusts Except Educational Religious and Charitable
NRC,287278061,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NRDS,639550599,Technology,EDP Services
NRDY,253601393,Real Estate,Other Consumer Services
NREF,233953155,Real Estate,Real Estate Investment Trusts
NREF^A,,,
NRG,19289898617,Utilities,Electric Utilities: Central
NRGV,113738744,Miscellaneous,Industrial Machinery/Components
NRIM,394853338,Finance,Savings Institutions
NRIX,731861702,Health Care,Biotechnology: Pharmaceutical Preparations
NRK,0,Finance,Trusts Except Educational Religious and Charitable
NRO,0,Finance,Finance/Investors Services
NRP,1259240370,Energy,Coal Mining
NRSN,22789236,Health Care,Biotechnology: Pharmaceutical Preparations
NRT,38876196,Energy,Oil & Gas Production
NRUC,0,Finance,Diversified Financial Services
NRXP,30109852,Health Care,Biotechnology: Pharmaceutical Preparations
NRXPW,1111358,Health Care,Biotechnology: Pharmaceutical Preparations
NRXS,12632092,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NSA,2648095365,Real Estate,Real Estate Investment Trusts
NSA^A,,,
NSA^B,,,
NSC,50272905099,Industrials,Railroads
NSIT,4413283921,Consumer Discretionary,Catalog/Specialty Distribution
NSP,3126962314,Consumer Discretionary,Professional Services
NSPR,77193628,Health Care,Medical/Dental Instruments
NSSC,797191120,Telecommunications,Telecommunications Equipment
NSTS,59742301,Finance,Savings Institutions
NSYS,22086068,Technology,Industrial Machinery/Components
NTAP,17513732130,Technology,Electronic Components
NTB,1589710000,Finance,Commercial Banks
NTCL,191733122,Technology,Computer Software: Prepackaged Software
NTCT,1471688671,Technology,EDP Services
NTES,60208605441,Technology,Computer Software: Prepackaged Software
NTGR,666006446,Utilities,Telecommunications Equipment
NTHI,187458650,Health Care,Biotechnology: Pharmaceutical Preparations
NTIC,92242738,Industrials,Industrial Specialties
